#S 704 dscan mono1_x2pit -50.0 50.0 50 0.2
#U root
#D 1545226622.0
#C Acquisition started at Wed Dec 19 14:37:02 2018
#N 9
#L Pt_No  mono1_x2pit  albaem01_ti  albaem01_ch1  albaem01_ch2  albaem01_ch3  albaem01_ch4  ring_current  dt
0 6479.847 0.2 0.00321225524902 3.27758789063e-07 4.85534667969e-07 0.00312989685059 220.648131625 0.430378198624
1 6481.882 0.2 0.00339957519531 3.27331542969e-07 4.77111816406e-07 0.00331286804199 220.648131625 1.06066417694
2 6483.51 0.2 0.00366543823242 3.33312988281e-07 4.74914550781e-07 0.00357305480957 220.640015874 1.63267016411
3 6485.545 0.2 0.00399926208496 3.3740234375e-07 4.7607421875e-07 0.00390301330566 220.640015874 2.19185304642
4 6487.58 0.2 0.00436238708496 3.36303710938e-07 4.73571777344e-07 0.00426040649414 220.640015874 2.74388408661
5 6489.615 0.2 0.0049144128418 3.32946777344e-07 4.78088378906e-07 0.00480363037109 220.631998259 3.31984400749
6 6491.65 0.2 0.0054224395752 3.33129882812e-07 4.88159179687e-07 0.0053025402832 220.631998259 4.06270217896
7 6493.685 0.2 0.0062229119873 3.3837890625e-07 4.83947753906e-07 0.00608940490723 220.631998259 4.63176202774
8 6495.72 0.2 0.00722606994629 3.36303710938e-07 4.86022949219e-07 0.00706757019043 220.631998259 5.18865919113
9 6497.755 0.2 0.00818486450195 3.36181640625e-07 4.78698730469e-07 0.00800122192383 220.62331917 5.76285004616
10 6499.79 0.2 0.00992039672852 3.42468261719e-07 4.78698730469e-07 0.00967611572266 220.62331917 6.38996315002
11 6501.825 0.2 0.011678324585 3.36608886719e-07 4.8095703125e-07 0.0113624108887 220.62331917 7.06892108917
12 6503.86 0.2 0.0134037939453 3.41918945313e-07 4.814453125e-07 0.0130176409912 220.615225996 7.62714409828
13 6505.895 0.2 0.0154325531006 3.42956542969e-07 4.84436035156e-07 0.0149555529785 220.615225996 8.17541217804
14 6507.523 0.2 0.0164554370117 3.37951660156e-07 4.76623535156e-07 0.0159480883789 220.615225996 8.76934599876
15 6509.558 0.2 0.0184490057373 3.39599609375e-07 4.75402832031e-07 0.0179030786133 220.606566789 9.32918214798
16 6511.593 0.2 0.0199923217773 3.41613769531e-07 4.85046386719e-07 0.01941671875 220.606566789 10.0698001385
17 6513.628 0.2 0.0214914398193 3.54431152344e-07 4.93957519531e-07 0.0208785473633 220.606566789 10.6228640079
18 6515.663 0.2 0.0232527056885 3.53576660156e-07 4.92797851562e-07 0.0225885461426 220.606566789 11.1894221306
19 6517.698 0.2 0.024412456665 3.51135253906e-07 4.94445800781e-07 0.0237179608154 220.598477091 11.7617161274
20 6519.733 0.2 0.0260741571045 3.52844238281e-07 4.9169921875e-07 0.0253643322754 220.598477091 12.3212690353
21 6521.768 0.2 0.0273862609863 3.52355957031e-07 4.8974609375e-07 0.0266559088135 220.598477091 13.0761091709
22 6523.803 0.2 0.0282380682373 3.46984863281e-07 5.05615234375e-07 0.0274676568604 220.589805617 13.6838560104
23 6525.838 0.2 0.0292058178711 3.49304199219e-07 5.02685546875e-07 0.0284013549805 220.589805617 14.2512090206
24 6527.873 0.2 0.0297033673096 3.51867675781e-07 4.98840332031e-07 0.0289086566162 220.589805617 14.8231711388
25 6529.908 0.2 0.0298151275635 3.43200683594e-07 4.98596191406e-07 0.0289933129883 220.589805617 15.3648300171
26 6531.536 0.2 0.029452767334 3.51318359375e-07 4.94323730469e-07 0.0286132843018 220.582058843 16.041572094
27 6533.571 0.2 0.0287143444824 3.42163085937e-07 4.94567871094e-07 0.0278282128906 220.582058843 16.604681015
28 6535.606 0.2 0.0271407745361 3.47778320312e-07 4.97253417969e-07 0.0262581170654 220.582058843 17.1722249985
29 6537.641 0.2 0.0256835858154 3.46069335937e-07 4.87243652344e-07 0.0248409283447 220.573448841 17.7869369984
30 6539.676 0.2 0.0241637573242 3.54370117188e-07 4.94873046875e-07 0.0233696832275 220.573448841 18.3497061729
31 6541.711 0.2 0.0224909436035 3.43811035156e-07 4.912109375e-07 0.0217610198975 220.573448841 19.0892841816
32 6543.746 0.2 0.0211775299072 3.41430664063e-07 4.85107421875e-07 0.0204859008789 220.565498989 19.6990380287
33 6545.781 0.2 0.0192428485107 3.34899902344e-07 4.89135742188e-07 0.0186276959229 220.565498989 20.242331028
34 6547.816 0.2 0.0175172546387 3.44604492187e-07 4.88952636719e-07 0.0169888085937 220.565498989 20.8176310062
35 6549.851 0.2 0.016077845459 3.39721679687e-07 4.81994628906e-07 0.0156246057129 220.565498989 21.3591380119
36 6551.886 0.2 0.013914465332 3.39904785156e-07 4.79614257813e-07 0.0135501477051 220.55691331 22.0626451969
37 6553.514 0.2 0.0127425048828 3.32702636719e-07 4.78454589844e-07 0.0124232983398 220.55691331 22.6132161617
38 6555.549 0.2 0.010829800415 3.35632324219e-07 4.85046386719e-07 0.0105622949219 220.55691331 23.1724491119
39 6557.584 0.2 0.00928136291504 3.38439941406e-07 4.853515625e-07 0.00905574707031 220.548869062 23.747467041
40 6559.619 0.2 0.00802179260254 3.29895019531e-07 4.90600585938e-07 0.00782758178711 220.548869062 24.3136060238
41 6561.654 0.2 0.00644313232422 3.33374023437e-07 4.86145019531e-07 0.00628475402832 220.548869062 25.0971941948
42 6563.689 0.2 0.00537401428223 3.44482421875e-07 4.93774414062e-07 0.00524484130859 220.54048254 25.6452591419
43 6565.724 0.2 0.0045671307373 3.35388183594e-07 4.91271972656e-07 0.0044599029541 220.54048254 26.2209641933
